train_loss,,,,
1,2.278186518,2.680782389,3.348079632,2.7076798
2,1.78218654,1.967468402,2.379152669,1.953913945
3,1.640708508,1.811042911,2.174484243,1.835648678
4,1.589756482,1.727932325,2.049909039,1.734652889
5,1.544692477,1.710994706,2.040985793,1.705531752
6,1.527835244,1.684831834,2.044499463,1.705761696
7,1.533218224,1.700206207,2.018270463,1.681669391
8,1.539411646,1.691949563,2.016174606,1.701582493
9,1.528072715,1.656354075,1.978344237,1.67974479
10,1.570387243,1.661925571,2.029101952,1.688830911
11,1.524313608,1.743228262,1.991223873,1.698355919
12,1.553065807,1.689190815,2.020417547,1.713321648
13,1.497946027,1.675014259,2.020524738,1.70181486
14,1.527851784,1.743740823,2.013644097,1.668321245
15,1.536308058,1.692710657,1.996176778,1.722116225
16,1.537648857,1.681121308,2.014336211,1.674857589
17,1.527812375,1.679107631,2.012793322,1.681912823
18,1.542464197,1.672479431,1.980444992,1.695058446
19,1.513491752,1.69231856,1.991041486,1.686624431
20,1.533494718,1.696847881,2.009105705,1.721014521
21,1.55844343,1.67179338,2.066405771,1.700872024
22,1.530350741,1.714502201,2.027546045,1.695033736
23,1.541294481,1.703854001,1.995117519,1.719007523
24,1.524926746,1.672937831,1.98415175,1.700661187
25,1.571060282,1.680984107,2.051351718,1.726078058
26,1.529198308,1.676940927,2.011443344,1.684310831
27,1.558362239,1.679424632,1.999095641,1.675954523
28,1.549287433,1.678854037,2.035481107,1.705790034
29,1.522880543,1.681114942,2.008173232,1.737253676
30,1.586587954,1.687164401,2.019000519,1.715648368
31,1.551776394,1.688867157,2.041234646,1.703843548
32,1.53408326,1.687122409,1.988954371,1.678829431
33,1.528533853,1.682979351,2.004068496,1.705014477
34,1.532759055,1.686504854,2.023809129,1.690660066
35,1.528155667,1.714147555,2.000985495,1.679988036
36,1.545904247,1.695681734,2.017003821,1.662748414
37,1.533044722,1.670716542,2.021704069,1.671339984
38,1.525898726,1.683876726,1.972530639,1.67412461
39,1.585248979,1.732209485,2.000198372,1.718274143
40,1.521630086,1.712427829,2.025853278,1.686458805
41,1.533224285,1.64611187,1.987033064,1.722508568
42,1.514253546,1.684609225,2.033670639,1.698047123
43,1.554677449,1.709063811,1.989239317,1.715509784
44,1.541027343,1.675006958,1.966979976,1.658212645
45,1.530067008,1.690067819,2.030704187,1.693190435
46,1.543554718,1.706067461,1.996191141,1.714177911
47,1.539449728,1.733293104,2.037994477,1.720152707
48,1.549987711,1.648287054,2.000358903,1.697245737
49,1.517706502,1.680651057,2.011952659,1.708486304
50,1.529532089,1.710597283,2.018574577,1.69655331
51,1.534350555,1.684128813,2.019311874,1.728535224
52,1.525251824,1.68271681,2.005521714,1.726685254
53,1.542825977,1.690010553,2.001539892,1.710422591
54,1.52088033,1.672603957,1.985936724,1.711321177
55,1.516321147,1.69018366,2.045032187,1.690271468
56,1.535619243,1.717524672,2.035886227,1.68614631
57,1.53174297,1.689699399,2.003339259,1.683523672
58,1.552487885,1.713859858,1.983916059,1.706692681
59,1.518742942,1.681630823,2.029464135,1.697700967
60,1.558002161,1.707400973,1.99105693,1.711300719
61,1.555761003,1.704374193,1.981192195,1.680789137
62,1.532919696,1.727278376,2.002033228,1.6858351
63,1.533643474,1.700799549,2.02464671,1.683091438
64,1.547859602,1.683470264,2.008041642,1.724200989
65,1.53617371,1.694429011,2.036107329,1.687717243
66,1.559748939,1.683487653,2.036618728,1.687564395
67,1.539263322,1.691209225,2.048310356,1.698752843
68,1.543564812,1.690894684,1.984349221,1.694281091
69,1.570180306,1.684645166,1.986792829,1.705103875
70,1.53891339,1.674886268,2.033314051,1.715537936
71,1.550382157,1.678431422,2.008682605,1.730818322
72,1.571344549,1.674266358,2.031003174,1.691905214
73,1.544582437,1.67047972,2.000083827,1.682577445
74,1.547101268,1.676374708,2.002756284,1.677469235
75,1.540830621,1.697966626,2.018263823,1.695219948
76,1.571584579,1.685147741,1.980646023,1.702832235
77,1.542924303,1.688982369,1.98416158,1.685743676
78,1.539394738,1.725847201,2.010110751,1.649542785
79,1.568478526,1.706531396,1.972823877,1.727044191
80,1.549805116,1.672114862,2.031095537,1.69512017
81,1.518552629,1.686169215,2.018679099,1.751691296
82,1.529494189,1.694058674,1.987199828,1.70979308
83,1.544880463,1.680107501,1.999526592,1.684344103
84,1.549057293,1.724392571,1.994089449,1.696289123
85,1.533666644,1.701401388,2.00427477,1.682393342
86,1.519322153,1.712386205,2.019441448,1.719691412
87,1.553607155,1.708056528,1.991398122,1.715585777
88,1.548090895,1.701385833,2.020426754,1.698151912
89,1.530636207,1.699479013,1.987708056,1.681613568
90,1.534845885,1.67119806,2.008450052,1.701127239
91,1.509900675,1.666175495,1.997178308,1.698463532
92,1.555671368,1.699997145,2.024229922,1.673255314
93,1.541275877,1.690979473,1.986293917,1.706761276
94,1.541732605,1.64535708,2.01768207,1.735591884
95,1.528932125,1.658033152,2.043181486,1.686170465
96,1.534187447,1.684609387,1.977875979,1.695925406
97,1.501396924,1.682753799,2.011175204,1.698305364
98,1.525043166,1.686579509,2.02605519,1.684494932
99,1.536236109,1.709255877,2.011406077,1.675013504
100,1.54915353,1.691554838,2.045927591,1.71126825
Test acc:,,,,
1,73.76,67.3,52.78,67.51
2,74.89,70.18,55.91,70.09
3,77.05,72.57,59.96,72.65
4,77.2,73.02,60.35,72.92
5,77.45,73.31,61.06,73.36
6,77.48,73.32,61.11,73.37
7,77.5,73.4,61.13,73.4
8,77.53,73.4,61.14,73.42
9,77.53,73.42,61.15,73.43
10,77.53,73.42,61.15,73.42
11,77.53,73.41,61.15,73.43
12,77.52,73.41,61.15,73.43
13,77.52,73.41,61.16,73.44
14,77.51,73.4,61.16,73.43
15,77.51,73.4,61.17,73.42
16,77.51,73.39,61.17,73.42
17,77.5,73.4,61.17,73.41
18,77.5,73.4,61.15,73.42
19,77.5,73.4,61.16,73.43
20,77.5,73.4,61.17,73.42
21,77.5,73.41,61.15,73.43
22,77.5,73.41,61.16,73.43
23,77.5,73.4,61.17,73.44
24,77.5,73.4,61.17,73.44
25,77.5,73.4,61.17,73.42
26,77.5,73.4,61.17,73.42
27,77.5,73.4,61.16,73.43
28,77.5,73.4,61.17,73.43
29,77.5,73.39,61.18,73.42
30,77.5,73.39,61.17,73.43
31,77.5,73.4,61.18,73.43
32,77.5,73.41,61.18,73.43
33,77.51,73.4,61.17,73.42
