Test Acc:,,,,
1,20.416,11.104,8.072,10.272
2,29.944,25.99,18.252,21.416
3,34.746,30.686,22.466,25.334
4,40.798,36.256,27.862,30.82
5,43.448,39.118,30.418,33.292
6,44.23,39.532,30.476,33.646
7,46.946,42.678,34.076,37.054
8,47.31,43.05,34.246,37.24
9,48.754,44.45,35.486,38.728
10,49.372,45.026,35.844,39.446
11,50.142,45.716,36.494,40.038
12,50.378,45.78,37.016,40.23
13,51.574,46.84,38.556,41.39
14,51.8,47.564,38.654,41.792
15,52.242,47.876,38.926,42.136
16,53.426,49.156,40.15,43.06
17,53.448,49.118,40.418,43.292
18,54.482,49.946,41.014,44.478
19,54.584,50.208,41.546,44.458
20,54.78,50.448,41.442,44.234
21,55.796,51.238,42.524,45.584
22,56.212,51.356,42.672,45.958
23,55.928,51.494,42.412,45.852
24,56.212,51.356,42.672,45.958
25,57.854,52.916,44.406,47.81
26,57.906,53.614,44.726,47.996
27,57.894,53.808,44.772,47.624
28,58.314,53.75,44.818,47.83
29,58.002,53.492,45.326,47.984
30,58.292,54.164,45.218,48.352
31,58.38,54.69,46.41,49.3
32,58.45,54.91,46.58,49.36
33,58.53,54.9,46.63,49.52
34,58.58,55.08,46.71,49.57
35,58.68,55.02,46.74,49.58
36,58.7,55.07,46.83,49.6
37,58.79,55.15,46.93,49.66
38,58.7,55.2,46.93,49.66
39,58.79,55.15,46.92,49.77
40,58.8,55.18,46.82,49.74
41,58.81,55.18,46.98,49.74
42,58.79,55.2,46.9,49.72
43,58.84,55.2,46.93,49.86
44,58.85,55.18,47.02,49.83
45,58.81,55.33,46.92,49.94
46,59.01,55.27,47.01,49.74
47,58.88,55.36,46.98,49.91
48,58.89,55.27,46.96,49.8
49,59.04,55.34,47.03,49.81
50,59.02,55.42,47.13,49.88
51,59.13,55.33,47.14,49.74
52,58.92,55.46,47.19,49.87
53,58.92,55.39,47.02,49.82
54,59.03,55.36,47.09,49.78
55,59.04,55.4,47.26,49.89
56,59.13,55.4,47.21,49.96
57,59.07,55.37,47.19,49.88
58,59.05,55.38,47.19,49.86
59,59.04,55.34,47.2,49.99
60,58.94,55.43,47.22,50.06
61,59.2,55.56,47.46,50.21
62,59.24,55.66,47.5,50.18
63,59.2,55.7,47.52,50.2
64,59.21,55.58,47.48,50.24
65,59.16,55.53,47.49,50.11
66,59.28,55.53,47.55,50.17
67,59.2,55.64,47.45,50.14
68,59.15,55.58,47.44,50.22
69,59.33,55.57,47.44,50.22
70,59.33,55.57,47.6,50.27
71,59.23,55.47,47.46,50.25
72,59.23,55.58,47.58,50.16
73,59.28,55.54,47.6,50.16
74,59.27,55.67,47.54,50.16
75,59.15,55.6,47.51,50.21
76,59.24,55.62,47.58,50.26
77,59.14,55.56,47.38,50.24
78,59.16,55.6,47.57,50.34
79,59.2,55.61,47.54,50.21
80,59.17,55.55,47.63,50.18
81,59.31,55.63,47.56,50.26
82,59.21,55.71,47.62,50.26
83,59.11,55.66,47.67,50.21
84,59.28,55.69,47.61,50.34
85,59.3,55.64,47.6,50.22
86,59.23,55.8,47.68,50.32
87,59.3,55.71,47.62,50.26
88,59.31,55.72,47.56,50.29
89,59.35,55.69,47.57,50.42
90,59.26,55.64,47.61,50.3
91,59.26,55.62,47.63,50.26
92,59.28,55.67,47.62,50.23
93,59.23,55.63,47.56,50.27
94,59.29,55.78,47.67,50.28
95,59.19,55.65,47.63,50.25
96,59.24,55.72,47.68,50.29
97,59.27,55.81,47.61,50.34
98,59.23,55.75,47.59,50.27
99,59.32,55.68,47.59,50.37
100,59.27,55.75,47.63,50.4
Train Loss:,,,,
1,0.0042,0.0045,0.0049,0.0048
2,0.0034,0.0038,0.0042,0.004
3,0.0031,0.0033,0.0039,0.0036
4,0.0029,0.003,0.0036,0.0034
5,0.0027,0.0029,0.0035,0.0034
6,0.0026,0.0028,0.0034,0.0032
7,0.0025,0.0028,0.0033,0.0031
8,0.0026,0.0027,0.0032,0.003
9,0.0024,0.0027,0.0032,0.003
10,0.0024,0.0026,0.0031,0.0029
11,0.0023,0.0025,0.0031,0.0029
12,0.0023,0.0025,0.003,0.0028
13,0.0023,0.0025,0.003,0.0028
14,0.0022,0.0024,0.0029,0.0028
15,0.0022,0.0024,0.0029,0.0028
16,0.0022,0.0024,0.0029,0.0028
17,0.0022,0.0024,0.0029,0.0027
18,0.0022,0.0024,0.0029,0.0027
19,0.0022,0.0024,0.0028,0.0027
20,0.0021,0.0023,0.0028,0.0027
21,0.0021,0.0023,0.0028,0.0026
22,0.0021,0.0023,0.0028,0.0026
23,0.0021,0.0023,0.0028,0.0026
24,0.0021,0.0023,0.0028,0.0026
25,0.0021,0.0023,0.0028,0.0026
26,0.0021,0.0023,0.0028,0.0026
27,0.0021,0.0023,0.0027,0.0026
28,0.002,0.0023,0.0027,0.0026
29,0.002,0.0022,0.0027,0.0026
30,0.002,0.0022,0.0027,0.0025
31,0.002,0.0022,0.0027,0.0025
32,0.002,0.0022,0.0027,0.0025
33,0.002,0.0022,0.0027,0.0025
34,0.002,0.0022,0.0027,0.0025
35,0.002,0.0022,0.0027,0.0025
36,0.002,0.0022,0.0027,0.0025
37,0.002,0.0022,0.0027,0.0025
38,0.002,0.0022,0.0027,0.0025
39,0.002,0.0022,0.0027,0.0025
40,0.002,0.0022,0.0026,0.0025
41,0.002,0.0022,0.0026,0.0025
42,0.002,0.0022,0.0026,0.0025
43,0.0019,0.0022,0.0026,0.0024
44,0.0019,0.0021,0.0026,0.0024
45,0.002,0.0021,0.0026,0.0025
46,0.0019,0.0021,0.0026,0.0024
47,0.0019,0.0021,0.0026,0.0024
48,0.0019,0.0021,0.0026,0.0024
49,0.0019,0.0021,0.0026,0.0024
50,0.0019,0.0021,0.0026,0.0024
51,0.0019,0.0021,0.0026,0.0024
52,0.0019,0.0021,0.0026,0.0024
53,0.0019,0.0021,0.0026,0.0024
54,0.0019,0.0021,0.0026,0.0024
55,0.0019,0.0021,0.0026,0.0024
56,0.0019,0.0021,0.0026,0.0024
57,0.0019,0.0021,0.0026,0.0024
58,0.0019,0.0021,0.0026,0.0024
59,0.0019,0.0021,0.0026,0.0024
60,0.0019,0.0021,0.0026,0.0024
61,0.0019,0.0021,0.0025,0.0024
62,0.0018,0.0021,0.0025,0.0024
63,0.0019,0.0021,0.0025,0.0024
64,0.0018,0.0021,0.0025,0.0024
65,0.0018,0.0021,0.0025,0.0024
66,0.0018,0.0021,0.0025,0.0024
67,0.0018,0.0021,0.0025,0.0024
68,0.0018,0.0021,0.0025,0.0024
69,0.0018,0.0021,0.0025,0.0024
70,0.0018,0.002,0.0025,0.0023
71,0.0018,0.002,0.0025,0.0024
72,0.0018,0.002,0.0025,0.0024
73,0.0018,0.002,0.0025,0.0024
74,0.0018,0.002,0.0025,0.0023
75,0.0018,0.0021,0.0026,0.0023
76,0.0018,0.0021,0.0025,0.0023
77,0.0018,0.002,0.0025,0.0023
78,0.0018,0.002,0.0025,0.0023
79,0.0018,0.002,0.0025,0.0023
80,0.0018,0.0021,0.0025,0.0023
81,0.0018,0.002,0.0025,0.0023
82,0.0018,0.002,0.0025,0.0023
83,0.0018,0.002,0.0025,0.0023
84,0.0018,0.002,0.0026,0.0023
85,0.0018,0.002,0.0025,0.0023
86,0.0018,0.002,0.0025,0.0023
87,0.0018,0.002,0.0025,0.0023
88,0.0018,0.002,0.0025,0.0023
89,0.0018,0.002,0.0025,0.0023
90,0.0017,0.002,0.0025,0.0023
91,0.0017,0.002,0.0024,0.0022
92,0.0018,0.002,0.0025,0.0022
93,0.0017,0.002,0.0024,0.0022
94,0.0017,0.002,0.0024,0.0022
95,0.0017,0.002,0.0024,0.0022
96,0.0017,0.0019,0.0024,0.0022
97,0.0017,0.0019,0.0024,0.0022
98,0.0017,0.002,0.0024,0.0022
99,0.0017,0.0019,0.0024,0.0022
100,0.0017,0.002,0.0024,0.0023
